alpha_early,alpha_late,basespread,adjust_scale,max_order_early,max_order_late,profit
alpha_early,alpha_late,basespread,adjust_scale,max_order_early,max_order_late,profit
0.001,0.002,0.025,0.4,0.5,0.15,97.0
0.001,0.002,0.025,0.4,0.5,0.2,130.0
0.001,0.002,0.025,0.4,0.5,0.25,162.0
0.001,0.002,0.005,0.5,0.1,0.05,33.0
0.001,0.002,0.005,0.5,0.1,0.1,65.0
0.001,0.002,0.005,0.5,0.1,0.15,98.0
0.001,0.002,0.005,0.5,0.1,0.2,130.0
0.001,0.002,0.005,0.5,0.1,0.25,163.0
0.001,0.002,0.005,0.5,0.2,0.05,33.0
0.001,0.002,0.005,0.5,0.2,0.1,65.0
0.001,0.002,0.005,0.5,0.2,0.15,98.0
0.001,0.002,0.005,0.5,0.2,0.2,131.0
0.001,0.002,0.005,0.5,0.2,0.25,163.0
0.001,0.002,0.005,0.5,0.3,0.05,33.0
0.001,0.002,0.005,0.5,0.3,0.1,65.0
0.001,0.002,0.005,0.5,0.3,0.15,98.0
0.001,0.002,0.005,0.5,0.3,0.2,131.0
0.001,0.002,0.005,0.5,0.3,0.25,163.0
0.001,0.002,0.005,0.5,0.4,0.05,33.0
0.001,0.002,0.005,0.5,0.4,0.1,66.0
0.001,0.002,0.005,0.5,0.4,0.15,98.0
0.001,0.002,0.005,0.5,0.4,0.2,131.0
0.001,0.002,0.005,0.5,0.4,0.25,163.0
0.001,0.002,0.005,0.5,0.5,0.05,33.0
0.001,0.002,0.005,0.5,0.5,0.1,66.0
0.001,0.002,0.005,0.5,0.5,0.15,98.0
0.001,0.002,0.005,0.5,0.5,0.2,131.0
0.001,0.002,0.005,0.5,0.5,0.25,164.0
0.001,0.002,0.01,0.5,0.1,0.05,33.0
0.001,0.002,0.01,0.5,0.1,0.1,65.0
0.001,0.002,0.01,0.5,0.1,0.15,98.0
0.001,0.002,0.01,0.5,0.1,0.2,130.0
0.001,0.002,0.01,0.5,0.1,0.25,163.0
0.001,0.002,0.01,0.5,0.2,0.05,33.0
0.001,0.002,0.01,0.5,0.2,0.1,65.0
0.001,0.002,0.01,0.5,0.2,0.15,98.0
0.001,0.002,0.01,0.5,0.2,0.2,130.0
0.001,0.002,0.01,0.5,0.2,0.25,163.0
0.001,0.002,0.01,0.5,0.3,0.05,33.0
0.001,0.002,0.01,0.5,0.3,0.1,65.0
0.001,0.002,0.01,0.5,0.3,0.15,98.0
0.001,0.002,0.01,0.5,0.3,0.2,130.0
0.001,0.002,0.01,0.5,0.3,0.25,163.0
0.001,0.002,0.01,0.5,0.4,0.05,33.0
0.001,0.002,0.01,0.5,0.4,0.1,65.0
0.001,0.002,0.01,0.5,0.4,0.15,98.0
0.001,0.002,0.01,0.5,0.4,0.2,131.0
0.001,0.002,0.01,0.5,0.4,0.25,163.0
0.001,0.002,0.01,0.5,0.5,0.05,33.0
0.001,0.002,0.01,0.5,0.5,0.1,66.0
0.001,0.002,0.01,0.5,0.5,0.15,98.0
0.001,0.002,0.01,0.5,0.5,0.2,131.0
0.001,0.002,0.01,0.5,0.5,0.25,163.0
0.001,0.002,0.015,0.5,0.1,0.05,33.0
0.001,0.002,0.015,0.5,0.1,0.1,65.0
0.001,0.002,0.015,0.5,0.1,0.15,98.0
0.001,0.002,0.015,0.5,0.1,0.2,130.0
0.001,0.002,0.015,0.5,0.1,0.25,163.0
0.001,0.002,0.015,0.5,0.2,0.05,33.0
0.001,0.002,0.015,0.5,0.2,0.1,65.0
0.001,0.002,0.015,0.5,0.2,0.15,98.0
0.001,0.002,0.015,0.5,0.2,0.2,130.0
0.001,0.002,0.015,0.5,0.2,0.25,163.0
0.001,0.002,0.015,0.5,0.3,0.05,33.0
0.001,0.002,0.015,0.5,0.3,0.1,65.0
0.001,0.002,0.015,0.5,0.3,0.15,98.0
0.001,0.002,0.015,0.5,0.3,0.2,130.0
0.001,0.002,0.015,0.5,0.3,0.25,163.0
0.001,0.002,0.015,0.5,0.4,0.05,33.0
0.001,0.002,0.015,0.5,0.4,0.1,65.0
0.001,0.002,0.015,0.5,0.4,0.15,98.0
0.001,0.002,0.015,0.5,0.4,0.2,131.0
0.001,0.002,0.015,0.5,0.4,0.25,163.0
0.001,0.002,0.015,0.5,0.5,0.05,33.0
0.001,0.002,0.015,0.5,0.5,0.1,66.0
0.001,0.002,0.015,0.5,0.5,0.15,98.0
0.001,0.002,0.015,0.5,0.5,0.2,131.0
0.001,0.002,0.015,0.5,0.5,0.25,163.0
0.001,0.002,0.02,0.5,0.1,0.05,33.0
0.001,0.002,0.02,0.5,0.1,0.1,65.0
0.001,0.002,0.02,0.5,0.1,0.15,98.0
0.001,0.002,0.02,0.5,0.1,0.2,130.0
0.001,0.002,0.02,0.5,0.1,0.25,163.0
0.001,0.002,0.02,0.5,0.2,0.05,33.0
0.001,0.002,0.02,0.5,0.2,0.1,65.0
0.001,0.002,0.02,0.5,0.2,0.15,98.0
0.001,0.002,0.02,0.5,0.2,0.2,130.0
0.001,0.002,0.02,0.5,0.2,0.25,163.0
0.001,0.002,0.02,0.5,0.3,0.05,33.0
0.001,0.002,0.02,0.5,0.3,0.1,65.0
0.001,0.002,0.02,0.5,0.3,0.15,98.0
0.001,0.002,0.02,0.5,0.3,0.2,130.0
0.001,0.002,0.02,0.5,0.3,0.25,163.0
0.001,0.002,0.02,0.5,0.4,0.05,33.0
0.001,0.002,0.02,0.5,0.4,0.1,65.0
0.001,0.002,0.02,0.5,0.4,0.15,98.0
0.001,0.002,0.02,0.5,0.4,0.2,131.0
0.001,0.002,0.02,0.5,0.4,0.25,163.0
0.001,0.002,0.02,0.5,0.5,0.05,33.0
0.001,0.002,0.02,0.5,0.5,0.1,66.0
0.001,0.002,0.02,0.5,0.5,0.15,98.0
0.001,0.002,0.02,0.5,0.5,0.2,131.0
0.001,0.002,0.02,0.5,0.5,0.25,163.0
0.001,0.002,0.025,0.5,0.1,0.05,33.0
0.001,0.002,0.025,0.5,0.1,0.1,65.0
0.001,0.002,0.025,0.5,0.1,0.15,98.0
0.001,0.002,0.025,0.5,0.1,0.2,130.0
0.001,0.002,0.025,0.5,0.1,0.25,163.0
0.001,0.002,0.025,0.5,0.2,0.05,33.0
0.001,0.002,0.025,0.5,0.2,0.1,65.0
0.001,0.002,0.025,0.5,0.2,0.15,98.0
0.001,0.002,0.025,0.5,0.2,0.2,131.0
0.001,0.002,0.025,0.5,0.2,0.25,163.0
0.001,0.002,0.025,0.5,0.3,0.05,33.0
0.001,0.002,0.025,0.5,0.3,0.1,65.0
0.001,0.002,0.025,0.5,0.3,0.15,98.0
0.001,0.002,0.025,0.5,0.3,0.2,131.0
0.001,0.002,0.025,0.5,0.3,0.25,163.0
0.001,0.002,0.025,0.5,0.4,0.05,33.0
0.001,0.002,0.025,0.5,0.4,0.1,66.0
0.001,0.002,0.025,0.5,0.4,0.15,98.0
0.001,0.002,0.025,0.5,0.4,0.2,131.0
0.001,0.002,0.025,0.5,0.4,0.25,163.0
0.001,0.002,0.025,0.5,0.5,0.05,33.0
0.001,0.002,0.025,0.5,0.5,0.1,66.0
0.001,0.002,0.025,0.5,0.5,0.15,98.0
0.001,0.002,0.025,0.5,0.5,0.2,131.0
0.001,0.002,0.025,0.5,0.5,0.25,164.0
0.001,0.004,0.005,0.1,0.1,0.05,30.0
0.001,0.004,0.005,0.1,0.1,0.1,60.0
0.001,0.004,0.005,0.1,0.1,0.15,90.0
0.001,0.004,0.005,0.1,0.1,0.2,120.0
0.001,0.004,0.005,0.1,0.1,0.25,151.0
0.001,0.004,0.005,0.1,0.2,0.05,29.0
0.001,0.004,0.005,0.1,0.2,0.1,59.0
0.001,0.004,0.005,0.1,0.2,0.15,90.0
0.001,0.004,0.005,0.1,0.2,0.2,120.0
0.001,0.004,0.005,0.1,0.2,0.25,150.0
0.001,0.004,0.005,0.1,0.3,0.05,29.0
0.001,0.004,0.005,0.1,0.3,0.1,59.0
0.001,0.004,0.005,0.1,0.3,0.15,89.0
0.001,0.004,0.005,0.1,0.3,0.2,119.0
0.001,0.004,0.005,0.1,0.3,0.25,150.0
0.001,0.004,0.005,0.1,0.4,0.05,28.0
0.001,0.004,0.005,0.1,0.4,0.1,58.0
0.001,0.004,0.005,0.1,0.4,0.15,89.0
0.001,0.004,0.005,0.1,0.4,0.2,119.0
0.001,0.004,0.005,0.1,0.4,0.25,149.0
0.001,0.004,0.005,0.1,0.5,0.05,28.0
0.001,0.004,0.005,0.1,0.5,0.1,58.0
0.001,0.004,0.005,0.1,0.5,0.15,88.0
0.001,0.004,0.005,0.1,0.5,0.2,118.0
0.001,0.004,0.005,0.1,0.5,0.25,149.0
0.001,0.004,0.01,0.1,0.1,0.05,30.0
0.001,0.004,0.01,0.1,0.1,0.1,60.0
0.001,0.004,0.01,0.1,0.1,0.15,90.0
0.001,0.004,0.01,0.1,0.1,0.2,120.0
0.001,0.004,0.01,0.1,0.1,0.25,151.0
0.001,0.004,0.01,0.1,0.2,0.05,29.0
0.001,0.004,0.01,0.1,0.2,0.1,59.0
0.001,0.004,0.01,0.1,0.2,0.15,90.0
0.001,0.004,0.01,0.1,0.2,0.2,120.0
0.001,0.004,0.01,0.1,0.2,0.25,150.0
0.001,0.004,0.01,0.1,0.3,0.05,29.0
0.001,0.004,0.01,0.1,0.3,0.1,59.0
0.001,0.004,0.01,0.1,0.3,0.15,89.0
0.001,0.004,0.01,0.1,0.3,0.2,119.0
0.001,0.004,0.01,0.1,0.3,0.25,150.0
0.001,0.004,0.01,0.1,0.4,0.05,28.0
0.001,0.004,0.01,0.1,0.4,0.1,58.0
0.001,0.004,0.01,0.1,0.4,0.15,89.0
0.001,0.004,0.01,0.1,0.4,0.2,119.0
0.001,0.004,0.01,0.1,0.4,0.25,149.0
0.001,0.004,0.01,0.1,0.5,0.05,28.0
0.001,0.004,0.01,0.1,0.5,0.1,58.0
0.001,0.004,0.01,0.1,0.5,0.15,88.0
0.001,0.004,0.01,0.1,0.5,0.2,118.0
0.001,0.004,0.01,0.1,0.5,0.25,149.0
0.001,0.004,0.015,0.1,0.1,0.05,30.0
0.001,0.004,0.015,0.1,0.1,0.1,60.0
0.001,0.004,0.015,0.1,0.1,0.15,90.0
0.001,0.004,0.015,0.1,0.1,0.2,120.0
0.001,0.004,0.015,0.1,0.1,0.25,151.0
0.001,0.004,0.015,0.1,0.2,0.05,29.0
0.001,0.004,0.015,0.1,0.2,0.1,59.0
0.001,0.004,0.015,0.1,0.2,0.15,90.0
0.001,0.004,0.015,0.1,0.2,0.2,120.0
0.001,0.004,0.015,0.1,0.2,0.25,150.0
0.001,0.004,0.015,0.1,0.3,0.05,29.0
0.001,0.004,0.015,0.1,0.3,0.1,59.0
0.001,0.004,0.015,0.1,0.3,0.15,89.0
0.001,0.004,0.015,0.1,0.3,0.2,119.0
0.001,0.004,0.015,0.1,0.3,0.25,150.0
0.001,0.004,0.015,0.1,0.4,0.05,28.0
0.001,0.004,0.015,0.1,0.4,0.1,58.0
0.001,0.004,0.015,0.1,0.4,0.15,89.0
0.001,0.004,0.015,0.1,0.4,0.2,119.0
0.001,0.004,0.015,0.1,0.4,0.25,149.0
0.001,0.004,0.015,0.1,0.5,0.05,28.0
0.001,0.004,0.015,0.1,0.5,0.1,58.0
0.001,0.004,0.015,0.1,0.5,0.15,88.0
0.001,0.004,0.015,0.1,0.5,0.2,118.0
0.001,0.004,0.015,0.1,0.5,0.25,149.0
0.001,0.004,0.02,0.1,0.1,0.05,30.0
0.001,0.004,0.02,0.1,0.1,0.1,60.0
0.001,0.004,0.02,0.1,0.1,0.15,90.0
0.001,0.004,0.02,0.1,0.1,0.2,120.0
0.001,0.004,0.02,0.1,0.1,0.25,151.0
0.001,0.004,0.02,0.1,0.2,0.05,29.0
0.001,0.004,0.02,0.1,0.2,0.1,59.0
0.001,0.004,0.02,0.1,0.2,0.15,90.0
0.001,0.004,0.02,0.1,0.2,0.2,120.0
0.001,0.004,0.02,0.1,0.2,0.25,150.0
0.001,0.004,0.02,0.1,0.3,0.05,29.0
0.001,0.004,0.02,0.1,0.3,0.1,59.0
0.001,0.004,0.02,0.1,0.3,0.15,89.0
0.001,0.004,0.02,0.1,0.3,0.2,119.0
0.001,0.004,0.02,0.1,0.3,0.25,150.0
0.001,0.004,0.02,0.1,0.4,0.05,28.0
0.001,0.004,0.02,0.1,0.4,0.1,58.0
0.001,0.004,0.02,0.1,0.4,0.15,89.0
0.001,0.004,0.02,0.1,0.4,0.2,119.0
0.001,0.004,0.02,0.1,0.4,0.25,149.0
0.001,0.004,0.02,0.1,0.5,0.05,28.0
0.001,0.004,0.02,0.1,0.5,0.1,58.0
0.001,0.004,0.02,0.1,0.5,0.15,88.0
0.001,0.004,0.02,0.1,0.5,0.2,118.0
0.001,0.004,0.02,0.1,0.5,0.25,149.0
0.001,0.004,0.025,0.1,0.1,0.05,30.0
0.001,0.004,0.025,0.1,0.1,0.1,60.0
0.001,0.004,0.025,0.1,0.1,0.15,91.0
0.001,0.004,0.025,0.1,0.1,0.2,121.0
0.001,0.004,0.025,0.1,0.1,0.25,152.0
0.001,0.004,0.025,0.1,0.2,0.05,29.0
0.001,0.004,0.025,0.1,0.2,0.1,60.0
0.001,0.004,0.025,0.1,0.2,0.15,90.0
0.001,0.004,0.025,0.1,0.2,0.2,121.0
0.001,0.004,0.025,0.1,0.2,0.25,151.0
0.001,0.004,0.025,0.1,0.3,0.05,29.0
0.001,0.004,0.025,0.1,0.3,0.1,59.0
0.001,0.004,0.025,0.1,0.3,0.15,90.0
0.001,0.004,0.025,0.1,0.3,0.2,120.0
0.001,0.004,0.025,0.1,0.3,0.25,150.0
0.001,0.004,0.025,0.1,0.4,0.05,28.0
0.001,0.004,0.025,0.1,0.4,0.1,59.0
0.001,0.004,0.025,0.1,0.4,0.15,89.0
0.001,0.004,0.025,0.1,0.4,0.2,120.0
0.001,0.004,0.025,0.1,0.4,0.25,150.0
0.001,0.004,0.025,0.1,0.5,0.05,28.0
0.001,0.004,0.025,0.1,0.5,0.1,58.0
0.001,0.004,0.025,0.1,0.5,0.15,89.0
0.001,0.004,0.025,0.1,0.5,0.2,119.0
0.001,0.004,0.025,0.1,0.5,0.25,150.0
0.001,0.004,0.005,0.2,0.1,0.05,31.0
0.001,0.004,0.005,0.2,0.1,0.1,63.0
0.001,0.004,0.005,0.2,0.1,0.15,95.0
0.001,0.004,0.005,0.2,0.1,0.2,127.0
0.001,0.004,0.005,0.2,0.1,0.25,158.0
0.001,0.004,0.005,0.2,0.2,0.05,31.0
0.001,0.004,0.005,0.2,0.2,0.1,63.0
0.001,0.004,0.005,0.2,0.2,0.15,94.0
0.001,0.004,0.005,0.2,0.2,0.2,126.0
0.001,0.004,0.005,0.2,0.2,0.25,158.0
0.001,0.004,0.005,0.2,0.3,0.05,31.0
0.001,0.004,0.005,0.2,0.3,0.1,62.0
0.001,0.004,0.005,0.2,0.3,0.15,94.0
0.001,0.004,0.005,0.2,0.3,0.2,126.0
0.001,0.004,0.005,0.2,0.3,0.25,158.0
0.001,0.004,0.005,0.2,0.4,0.05,30.0
0.001,0.004,0.005,0.2,0.4,0.1,62.0
0.001,0.004,0.005,0.2,0.4,0.15,94.0
0.001,0.004,0.005,0.2,0.4,0.2,125.0
0.001,0.004,0.005,0.2,0.4,0.25,157.0
0.001,0.004,0.005,0.2,0.5,0.05,30.0
0.001,0.004,0.005,0.2,0.5,0.1,61.0
0.001,0.004,0.005,0.2,0.5,0.15,93.0
0.001,0.004,0.005,0.2,0.5,0.2,125.0
0.001,0.004,0.005,0.2,0.5,0.25,157.0
0.001,0.004,0.01,0.2,0.1,0.05,31.0
0.001,0.004,0.01,0.2,0.1,0.1,63.0
0.001,0.004,0.01,0.2,0.1,0.15,95.0
0.001,0.004,0.01,0.2,0.1,0.2,127.0
0.001,0.004,0.01,0.2,0.1,0.25,158.0
0.001,0.004,0.01,0.2,0.2,0.05,31.0
0.001,0.004,0.01,0.2,0.2,0.1,63.0
0.001,0.004,0.01,0.2,0.2,0.15,94.0
0.001,0.004,0.01,0.2,0.2,0.2,126.0
0.001,0.004,0.01,0.2,0.2,0.25,158.0
0.001,0.004,0.01,0.2,0.3,0.05,31.0
0.001,0.004,0.01,0.2,0.3,0.1,62.0
0.001,0.004,0.01,0.2,0.3,0.15,94.0
0.001,0.004,0.01,0.2,0.3,0.2,126.0
0.001,0.004,0.01,0.2,0.3,0.25,158.0
0.001,0.004,0.01,0.2,0.4,0.05,30.0
0.001,0.004,0.01,0.2,0.4,0.1,62.0
0.001,0.004,0.01,0.2,0.4,0.15,94.0
0.001,0.004,0.01,0.2,0.4,0.2,125.0
0.001,0.004,0.01,0.2,0.4,0.25,157.0
0.001,0.004,0.01,0.2,0.5,0.05,30.0
0.001,0.004,0.01,0.2,0.5,0.1,61.0
0.001,0.004,0.01,0.2,0.5,0.15,93.0
0.001,0.004,0.01,0.2,0.5,0.2,125.0
0.001,0.004,0.01,0.2,0.5,0.25,157.0
0.001,0.004,0.015,0.2,0.1,0.05,31.0
0.001,0.004,0.015,0.2,0.1,0.1,63.0
0.001,0.004,0.015,0.2,0.1,0.15,95.0
0.001,0.004,0.015,0.2,0.1,0.2,127.0
0.001,0.004,0.015,0.2,0.1,0.25,158.0
0.001,0.004,0.015,0.2,0.2,0.05,31.0
0.001,0.004,0.015,0.2,0.2,0.1,63.0
0.001,0.004,0.015,0.2,0.2,0.15,94.0
0.001,0.004,0.015,0.2,0.2,0.2,126.0
0.001,0.004,0.015,0.2,0.2,0.25,158.0
0.001,0.004,0.015,0.2,0.3,0.05,31.0
0.001,0.004,0.015,0.2,0.3,0.1,62.0
0.001,0.004,0.015,0.2,0.3,0.15,94.0
0.001,0.004,0.015,0.2,0.3,0.2,126.0
0.001,0.004,0.015,0.2,0.3,0.25,158.0
0.001,0.004,0.015,0.2,0.4,0.05,30.0
0.001,0.004,0.015,0.2,0.4,0.1,62.0
0.001,0.004,0.015,0.2,0.4,0.15,94.0
0.001,0.004,0.015,0.2,0.4,0.2,125.0
0.001,0.004,0.015,0.2,0.4,0.25,157.0
0.001,0.004,0.015,0.2,0.5,0.05,30.0
0.001,0.004,0.015,0.2,0.5,0.1,61.0
0.001,0.004,0.015,0.2,0.5,0.15,93.0
0.001,0.004,0.015,0.2,0.5,0.2,125.0
0.001,0.004,0.015,0.2,0.5,0.25,157.0
0.001,0.004,0.02,0.2,0.1,0.05,31.0
0.001,0.004,0.02,0.2,0.1,0.1,63.0
0.001,0.004,0.02,0.2,0.1,0.15,95.0
0.001,0.004,0.02,0.2,0.1,0.2,127.0
0.001,0.004,0.02,0.2,0.1,0.25,159.0
0.001,0.004,0.02,0.2,0.2,0.05,31.0
0.001,0.004,0.02,0.2,0.2,0.1,63.0
0.001,0.004,0.02,0.2,0.2,0.15,95.0
0.001,0.004,0.02,0.2,0.2,0.2,126.0
0.001,0.004,0.02,0.2,0.2,0.25,158.0
0.001,0.004,0.02,0.2,0.3,0.05,31.0
0.001,0.004,0.02,0.2,0.3,0.1,62.0
0.001,0.004,0.02,0.2,0.3,0.15,94.0
0.001,0.004,0.02,0.2,0.3,0.2,126.0
0.001,0.004,0.02,0.2,0.3,0.25,158.0
0.001,0.004,0.02,0.2,0.4,0.05,30.0
0.001,0.004,0.02,0.2,0.4,0.1,62.0
0.001,0.004,0.02,0.2,0.4,0.15,94.0
0.001,0.004,0.02,0.2,0.4,0.2,126.0
0.001,0.004,0.02,0.2,0.4,0.25,157.0
0.001,0.004,0.02,0.2,0.5,0.05,30.0
0.001,0.004,0.02,0.2,0.5,0.1,62.0
0.001,0.004,0.02,0.2,0.5,0.15,93.0
0.001,0.004,0.02,0.2,0.5,0.2,125.0
0.001,0.004,0.02,0.2,0.5,0.25,157.0
0.001,0.004,0.025,0.2,0.1,0.05,31.0
0.001,0.004,0.025,0.2,0.1,0.1,63.0
0.001,0.004,0.025,0.2,0.1,0.15,95.0
0.001,0.004,0.025,0.2,0.1,0.2,127.0
0.001,0.004,0.025,0.2,0.1,0.25,159.0
0.001,0.004,0.025,0.2,0.2,0.05,31.0
0.001,0.004,0.025,0.2,0.2,0.1,63.0
0.001,0.004,0.025,0.2,0.2,0.15,95.0
0.001,0.004,0.025,0.2,0.2,0.2,126.0
0.001,0.004,0.025,0.2,0.2,0.25,158.0
0.001,0.004,0.025,0.2,0.3,0.05,31.0
0.001,0.004,0.025,0.2,0.3,0.1,62.0
0.001,0.004,0.025,0.2,0.3,0.15,94.0
0.001,0.004,0.025,0.2,0.3,0.2,126.0
0.001,0.004,0.025,0.2,0.3,0.25,158.0
0.001,0.004,0.025,0.2,0.4,0.05,30.0
0.001,0.004,0.025,0.2,0.4,0.1,62.0
0.001,0.004,0.025,0.2,0.4,0.15,94.0
0.001,0.004,0.025,0.2,0.4,0.2,126.0
0.001,0.004,0.025,0.2,0.4,0.25,157.0
0.001,0.004,0.025,0.2,0.5,0.05,30.0
0.001,0.004,0.025,0.2,0.5,0.1,62.0
0.001,0.004,0.025,0.2,0.5,0.15,93.0
0.001,0.004,0.025,0.2,0.5,0.2,125.0
0.001,0.004,0.025,0.2,0.5,0.25,157.0
0.001,0.004,0.005,0.3,0.1,0.05,32.0
0.001,0.004,0.005,0.3,0.1,0.1,65.0
0.001,0.004,0.005,0.3,0.1,0.15,97.0
0.001,0.004,0.005,0.3,0.1,0.2,130.0
0.001,0.004,0.005,0.3,0.1,0.25,162.0
0.001,0.004,0.005,0.3,0.2,0.05,32.0
0.001,0.004,0.005,0.3,0.2,0.1,64.0
0.001,0.004,0.005,0.3,0.2,0.15,97.0
0.001,0.004,0.005,0.3,0.2,0.2,129.0
0.001,0.004,0.005,0.3,0.2,0.25,162.0
0.001,0.004,0.005,0.3,0.3,0.05,31.0
0.001,0.004,0.005,0.3,0.3,0.1,64.0
0.001,0.004,0.005,0.3,0.3,0.15,96.0
0.001,0.004,0.005,0.3,0.3,0.2,129.0
0.001,0.004,0.005,0.3,0.3,0.25,161.0
0.001,0.004,0.005,0.3,0.4,0.05,31.0
0.001,0.004,0.005,0.3,0.4,0.1,63.0
0.001,0.004,0.005,0.3,0.4,0.15,96.0
0.001,0.004,0.005,0.3,0.4,0.2,128.0
0.001,0.004,0.005,0.3,0.4,0.25,161.0
0.001,0.004,0.005,0.3,0.5,0.05,30.0
0.001,0.004,0.005,0.3,0.5,0.1,63.0
0.001,0.004,0.005,0.3,0.5,0.15,96.0
0.001,0.004,0.005,0.3,0.5,0.2,128.0
0.001,0.004,0.005,0.3,0.5,0.25,160.0
0.001,0.004,0.01,0.3,0.1,0.05,32.0
0.001,0.004,0.01,0.3,0.1,0.1,65.0
0.001,0.004,0.01,0.3,0.1,0.15,97.0
0.001,0.004,0.01,0.3,0.1,0.2,130.0
0.001,0.004,0.01,0.3,0.1,0.25,162.0
0.001,0.004,0.01,0.3,0.2,0.05,32.0
0.001,0.004,0.01,0.3,0.2,0.1,64.0
0.001,0.004,0.01,0.3,0.2,0.15,97.0
0.001,0.004,0.01,0.3,0.2,0.2,129.0
0.001,0.004,0.01,0.3,0.2,0.25,162.0
0.001,0.004,0.01,0.3,0.3,0.05,31.0
0.001,0.004,0.01,0.3,0.3,0.1,64.0
0.001,0.004,0.01,0.3,0.3,0.15,96.0
0.001,0.004,0.01,0.3,0.3,0.2,129.0
0.001,0.004,0.01,0.3,0.3,0.25,161.0
0.001,0.004,0.01,0.3,0.4,0.05,31.0
0.001,0.004,0.01,0.3,0.4,0.1,63.0
0.001,0.004,0.01,0.3,0.4,0.15,96.0
0.001,0.004,0.01,0.3,0.4,0.2,128.0
0.001,0.004,0.01,0.3,0.4,0.25,161.0
0.001,0.004,0.01,0.3,0.5,0.05,30.0
0.001,0.004,0.01,0.3,0.5,0.1,63.0
0.001,0.004,0.01,0.3,0.5,0.15,96.0
0.001,0.004,0.01,0.3,0.5,0.2,128.0
0.001,0.004,0.01,0.3,0.5,0.25,160.0
0.001,0.004,0.015,0.3,0.1,0.05,32.0
0.001,0.004,0.015,0.3,0.1,0.1,65.0
0.001,0.004,0.015,0.3,0.1,0.15,97.0
0.001,0.004,0.015,0.3,0.1,0.2,130.0
0.001,0.004,0.015,0.3,0.1,0.25,162.0
0.001,0.004,0.015,0.3,0.2,0.05,32.0
0.001,0.004,0.015,0.3,0.2,0.1,64.0
0.001,0.004,0.015,0.3,0.2,0.15,97.0
0.001,0.004,0.015,0.3,0.2,0.2,129.0
0.001,0.004,0.015,0.3,0.2,0.25,162.0
0.001,0.004,0.015,0.3,0.3,0.05,31.0
0.001,0.004,0.015,0.3,0.3,0.1,64.0
0.001,0.004,0.015,0.3,0.3,0.15,96.0
0.001,0.004,0.015,0.3,0.3,0.2,129.0
0.001,0.004,0.015,0.3,0.3,0.25,161.0
0.001,0.004,0.015,0.3,0.4,0.05,31.0
0.001,0.004,0.015,0.3,0.4,0.1,63.0
0.001,0.004,0.015,0.3,0.4,0.15,96.0
0.001,0.004,0.015,0.3,0.4,0.2,128.0
0.001,0.004,0.015,0.3,0.4,0.25,161.0
0.001,0.004,0.015,0.3,0.5,0.05,30.0
0.001,0.004,0.015,0.3,0.5,0.1,63.0
0.001,0.004,0.015,0.3,0.5,0.15,96.0
0.001,0.004,0.015,0.3,0.5,0.2,128.0
0.001,0.004,0.015,0.3,0.5,0.25,160.0
0.001,0.004,0.02,0.3,0.1,0.05,32.0
0.001,0.004,0.02,0.3,0.1,0.1,65.0
0.001,0.004,0.02,0.3,0.1,0.15,97.0
0.001,0.004,0.02,0.3,0.1,0.2,130.0
0.001,0.004,0.02,0.3,0.1,0.25,162.0
0.001,0.004,0.02,0.3,0.2,0.05,32.0
0.001,0.004,0.02,0.3,0.2,0.1,64.0
0.001,0.004,0.02,0.3,0.2,0.15,97.0
0.001,0.004,0.02,0.3,0.2,0.2,129.0
0.001,0.004,0.02,0.3,0.2,0.25,162.0
0.001,0.004,0.02,0.3,0.3,0.05,31.0
0.001,0.004,0.02,0.3,0.3,0.1,64.0
0.001,0.004,0.02,0.3,0.3,0.15,96.0
0.001,0.004,0.02,0.3,0.3,0.2,129.0
0.001,0.004,0.02,0.3,0.3,0.25,161.0
0.001,0.004,0.02,0.3,0.4,0.05,31.0
0.001,0.004,0.02,0.3,0.4,0.1,63.0
0.001,0.004,0.02,0.3,0.4,0.15,96.0
0.001,0.004,0.02,0.3,0.4,0.2,128.0
0.001,0.004,0.02,0.3,0.4,0.25,161.0
0.001,0.004,0.02,0.3,0.5,0.05,30.0
0.001,0.004,0.02,0.3,0.5,0.1,63.0
0.001,0.004,0.02,0.3,0.5,0.15,96.0
0.001,0.004,0.02,0.3,0.5,0.2,128.0
0.001,0.004,0.02,0.3,0.5,0.25,160.0
0.001,0.004,0.025,0.3,0.1,0.05,32.0
0.001,0.004,0.025,0.3,0.1,0.1,65.0
0.001,0.004,0.025,0.3,0.1,0.15,97.0
0.001,0.004,0.025,0.3,0.1,0.2,130.0
0.001,0.004,0.025,0.3,0.1,0.25,162.0
0.001,0.004,0.025,0.3,0.2,0.05,32.0
0.001,0.004,0.025,0.3,0.2,0.1,64.0
0.001,0.004,0.025,0.3,0.2,0.15,97.0
0.001,0.004,0.025,0.3,0.2,0.2,129.0
0.001,0.004,0.025,0.3,0.2,0.25,162.0
0.001,0.004,0.025,0.3,0.3,0.05,31.0
0.001,0.004,0.025,0.3,0.3,0.1,64.0
0.001,0.004,0.025,0.3,0.3,0.15,96.0
0.001,0.004,0.025,0.3,0.3,0.2,129.0
0.001,0.004,0.025,0.3,0.3,0.25,161.0
0.001,0.004,0.025,0.3,0.4,0.05,31.0
0.001,0.004,0.025,0.3,0.4,0.1,63.0
0.001,0.004,0.025,0.3,0.4,0.15,96.0
0.001,0.004,0.025,0.3,0.4,0.2,128.0
